Model,DPO4034,,,
8.68E+01,0.28,-1.44,-0.44,0.76
8.68E+01,-0.2,-0.08,-0.68,0.12
8.68E+01,-0.52,-0.48,-0.2,0.28
8.68E+01,0.04,-1.44,-0.44,0.6
8.69E+01,0.68,-1.84,-0.2,0.44
8.69E+01,0.52,-1.12,-0.68,0.2
8.69E+01,-0.04,-0.08,-0.28,0.92
8.69E+01,0.56,-0.16,-0.04,1
8.69E+01,0,-0.8,-1.16,1.32
8.69E+01,-0.24,0.56,-0.52,0.76
8.69E+01,-0.8,-0.32,0.12,1.16
8.69E+01,0.64,-0.08,0.28,0.6
8.69E+01,1.36,-0.24,-0.28,0.28
8.69E+01,0.52,0,0.28,1
8.70E+01,0.28,0.48,-0.04,0.52
8.70E+01,0.72,-0.56,-0.28,0.6
8.70E+01,0.64,-0.16,-0.44,0.52
8.70E+01,0.52,0.64,-0.6,0.2
8.70E+01,0,0.8,-1.32,0.6
8.70E+01,-0.16,-0.32,-0.76,0.84
8.70E+01,-0.08,0.32,-0.84,0.44
8.70E+01,-1.32,1.52,-0.92,0.36
8.70E+01,-0.76,1.28,-0.52,0.52
8.70E+01,-0.32,-0.48,-0.84,0.68
8.71E+01,-0.96,0.32,-0.28,0.68
8.71E+01,-0.48,1.12,-0.92,0.36
8.71E+01,-0.92,0.56,0.04,0.76
8.71E+01,0.12,0.32,-0.28,0.44
8.71E+01,-0.04,0.24,0.52,0.36
8.71E+01,-0.64,1.28,0.36,0.36
8.71E+01,-0.12,1.04,0.12,0.6
8.71E+01,0.72,0.88,0.2,0.84
8.71E+01,0,-0.08,0.36,1.24
8.71E+01,-1.2,1.04,0.76,0.76
8.72E+01,-0.24,1.28,0.28,0.6
8.72E+01,-0.36,0.16,0.52,1.08
8.72E+01,0.2,0.08,0.76,-0.04
8.72E+01,0.6,0.56,0.04,-0.12
8.72E+01,0.24,0.32,0.2,0.12
8.72E+01,0.6,-0.64,-0.04,0.28
8.72E+01,0,0.56,-0.04,0.2
8.72E+01,0.48,1.2,0.52,0.12
8.72E+01,0.4,0.16,1.08,0.44
8.72E+01,-0.44,0.08,0.6,0.76
8.73E+01,-0.4,0.56,-0.84,0.28
8.73E+01,-0.24,1.52,0.04,0.52
8.73E+01,1.36,0.56,-0.28,0.28
8.73E+01,-0.24,-0.16,-0.04,0.6
8.73E+01,0.12,0.16,0.36,0.04
8.73E+01,0.32,-0.4,1.32,-0.04
8.73E+01,0.6,-0.96,0.84,-0.12
8.73E+01,0.24,-0.8,0.6,0.12
8.73E+01,0.68,-0.72,-0.52,-0.12
8.73E+01,-0.76,0,-0.2,0.36
8.74E+01,-0.08,0,-1.4,0.04
8.74E+01,-0.08,0.4,-1.24,0.6
8.74E+01,-0.24,-0.48,-0.12,0.44
8.74E+01,0.48,0.56,-0.52,0.04
8.74E+01,-0.08,0.48,-0.2,-0.04
8.74E+01,-1.36,-0.8,-0.52,0.2
8.74E+01,-0.8,0.72,-1,-0.36
8.74E+01,0.48,0.32,-0.04,-0.28
8.74E+01,0.6,-0.16,0.04,-0.28
8.74E+01,0.16,0.96,0.2,-0.76
8.75E+01,-1.04,0.96,-0.28,-0.68
8.75E+01,-0.84,0.56,-0.04,-0.2
8.75E+01,0.24,-0.32,0.36,-0.36
8.75E+01,-0.4,0.16,-0.68,-0.2
8.75E+01,-1.52,0.72,-0.2,0.36
8.75E+01,0.44,0.48,-0.44,0.2
8.75E+01,0.32,-0.24,-0.36,0.12
8.75E+01,-0.8,0.16,-0.2,0.04
8.75E+01,-0.76,-0.08,-0.52,-0.2
8.75E+01,-0.64,-0.56,-0.6,0.2
8.76E+01,0.6,-1.28,-0.68,-0.52
8.76E+01,0.48,-0.88,-0.44,-0.12
8.76E+01,-0.28,-0.16,-0.52,0.04
8.76E+01,0.72,-0.8,-1.08,-0.28
8.76E+01,0.6,-0.56,-1,-0.44
8.76E+01,-0.16,-0.48,-0.36,-0.36
8.76E+01,0.2,-0.48,0.92,-0.36
8.76E+01,0.6,-0.56,0.28,0.12
8.76E+01,0.24,-1.2,0.44,0.04
8.76E+01,0.16,-0.32,0.04,0.12
8.77E+01,0.2,-0.56,0.6,-0.2
8.77E+01,0.6,-0.48,0.84,0.2
8.77E+01,0.88,-1.6,1.64,0.44
8.77E+01,0.88,0,0.76,-0.28
8.77E+01,0.32,0.88,1.4,-0.28
8.77E+01,1.16,-0.32,0.68,-0.12
8.77E+01,0.04,0.24,0.52,-0.12
8.77E+01,0.32,0.4,-0.36,-0.36
8.77E+01,0.24,0.48,-0.6,-0.12
8.77E+01,0.4,-0.08,-1.16,0.2
8.78E+01,0.56,0.08,-1,-0.12
8.78E+01,0.36,-0.16,-1.16,0.28
8.78E+01,0.36,1.12,-0.84,0.2
8.78E+01,1.2,0.72,-0.92,-0.12
8.78E+01,0.96,0.24,-0.44,0.04
8.78E+01,0.28,0.72,0.12,-0.2
8.78E+01,-0.92,0.96,0.84,0.2
8.78E+01,0.36,0.8,0.12,0.04
8.78E+01,0.12,-0.48,0.04,0.12
8.78E+01,-0.16,0,0.28,-0.04
8.79E+01,0.48,0.48,0.6,-0.12
8.79E+01,0.6,-0.08,0.28,0.2
8.79E+01,0.04,-0.16,-0.28,0.28
8.79E+01,0.04,0.48,-0.28,-0.12
8.79E+01,-0.52,0.88,-0.28,-0.12
8.79E+01,-0.2,-0.72,0.04,0.04
8.79E+01,-0.24,-0.56,-0.04,0.2
8.79E+01,-0.04,0,-0.04,-0.28
8.79E+01,-0.24,0,0.44,-0.12
8.79E+01,0.4,-0.4,-0.04,0.2
8.80E+01,-0.24,-0.72,-0.28,0.2
8.80E+01,-1.32,0.48,0.6,0.12
8.80E+01,-0.04,-0.32,0.68,0.04
8.80E+01,0.28,-1.6,-0.04,0.2
8.80E+01,0.16,-0.48,0.2,0.28
8.80E+01,0.92,1.52,0.28,-0.2
8.80E+01,0.4,0.64,0.2,-0.12
8.80E+01,0,-0.56,-0.28,0.28
8.80E+01,-0.16,-0.96,-0.44,0.2
8.80E+01,-0.6,0.4,-1.64,-0.04
8.81E+01,-0.04,0.48,0.04,0.28
8.81E+01,1.08,-0.08,0.12,0.36
8.81E+01,-0.28,0.24,-0.28,0.44
8.81E+01,-1.44,1.12,-0.44,0.36
8.81E+01,-0.4,0,-0.12,0.52
8.81E+01,0.84,-0.48,-0.2,-0.12
8.81E+01,0.44,0,-0.68,-0.2
8.81E+01,-0.16,1.2,0.36,-0.12
8.81E+01,0,0.8,-0.12,-0.12
8.81E+01,0.48,-0.96,0.12,0.28
8.82E+01,-0.6,0.32,0.28,0.44
8.82E+01,0.24,0.72,0.2,0.44
8.82E+01,0.24,0,0.12,0.84
8.82E+01,0.12,0.48,-0.28,0.36
8.82E+01,-0.64,-0.08,0.12,0.28
8.82E+01,-0.44,-0.24,0.2,0.44
8.82E+01,-0.2,-1.04,0.36,0.52
8.82E+01,0.48,-0.4,-0.36,0.2
8.82E+01,1,0.48,-0.04,0.2
8.82E+01,0.96,0.4,-0.12,0.2
8.83E+01,1.04,-0.24,0.92,0.2
8.83E+01,0.88,-0.08,1.48,0.44
8.83E+01,-0.2,0.16,1.08,0.44
8.83E+01,-0.76,-0.08,1,0.6
8.83E+01,0.68,0.16,0.04,0.68
8.83E+01,-0.4,0,0.84,1.08
8.83E+01,-0.4,1.28,-0.44,0.44
8.83E+01,-0.84,0.88,-0.12,0.76
8.83E+01,0.64,0.48,0.36,-0.04
8.83E+01,1,-0.64,-0.76,0.12
8.84E+01,0.08,-0.08,0.36,0.28
8.84E+01,0.8,0.16,0.28,0.28
8.84E+01,-0.08,-0.56,-0.2,0.68
8.84E+01,0.16,-0.4,-0.84,0.44
8.84E+01,-0.56,0,-0.28,0.36
8.84E+01,-0.2,-0.24,0.2,0.28
8.84E+01,0.36,-0.8,1,0.52
8.84E+01,-0.44,-0.08,1.08,0.6
8.84E+01,-0.28,1.04,0.28,0.28
8.84E+01,-0.6,0,0.92,0.92
8.85E+01,0.68,-0.08,-0.04,0.84
8.85E+01,-0.04,-0.72,0.04,0.84
8.85E+01,-0.68,-0.08,-0.68,1
8.85E+01,-0.6,-0.08,-0.2,0.2
8.85E+01,0.96,-0.8,0.04,0.76
8.85E+01,0,-0.16,-0.12,0.6
8.85E+01,0.16,1.04,-0.28,0.04
8.85E+01,0.12,0.16,1.08,0.44
8.85E+01,0,-1.6,0.6,0.6
8.85E+01,0,0.16,0.04,0.52
8.86E+01,-0.32,0.16,0.92,0.84
8.86E+01,1.32,-0.32,0.6,0.6
8.86E+01,0.88,-0.88,0.44,0.6
8.86E+01,0.48,0.24,0.36,0.6
8.86E+01,0.32,1.04,-0.28,0.36
8.86E+01,-0.24,-0.48,0.92,0.68
8.86E+01,-0.04,-0.56,0.2,0.76
8.86E+01,-0.96,0.16,0.2,0.84
8.86E+01,-0.4,0.48,0.2,0.84
8.86E+01,0.64,-0.08,0.44,0.76
8.87E+01,0.24,0,0.36,1
8.87E+01,-0.16,0.72,0.12,0.68
8.87E+01,-0.56,0.8,-0.68,0.44
8.87E+01,0.68,-0.8,0.52,0.92
8.87E+01,1,-0.4,-0.04,0.76
8.87E+01,0.68,0.48,-0.44,0.52
8.87E+01,-0.64,0.56,-0.04,1.08
8.87E+01,-0.44,0.24,-0.52,1.24
8.87E+01,-0.56,-0.08,-0.36,1.24
8.87E+01,-0.96,0.88,-1.16,1
8.88E+01,-0.68,0.24,-0.52,1.32
8.88E+01,-0.12,-0.16,-0.2,1.32
8.88E+01,0.24,0.16,-0.04,1
8.88E+01,-0.04,0.64,0.6,1.16
8.88E+01,-0.44,0.4,0.84,1.16
8.88E+01,-0.08,-0.32,1.16,1.16
8.88E+01,0.24,-1.04,0.36,1
8.88E+01,-0.04,-0.56,1.08,1.08
8.88E+01,0.84,-0.24,1.64,0.6
8.88E+01,0.12,-0.4,1.88,0.76
8.89E+01,-0.56,-0.08,0.2,0.36
8.89E+01,-0.36,1.12,0.12,0.6
8.89E+01,0.6,0.72,-0.04,0.92
8.89E+01,0.36,-0.08,-0.6,1.16
8.89E+01,-0.36,-0.08,-1,0.84
8.89E+01,-1.28,1.36,-0.84,0.76
8.89E+01,-0.8,-0.08,-0.76,1
8.89E+01,-0.48,-0.56,0.76,1.16
8.89E+01,0.12,0,-0.04,0.92
8.89E+01,-0.36,0.88,-0.44,0.44
8.90E+01,0,0.16,0.6,1.08
8.90E+01,-0.16,-0.4,0.52,0.92
8.90E+01,-0.04,0.32,-0.36,0.44
8.90E+01,-0.8,0.08,0.28,0.44
8.90E+01,-0.68,-0.56,0.04,0.84
8.90E+01,0.32,-1.12,-0.12,0.92
8.90E+01,-0.04,-0.56,-0.52,0.92
8.90E+01,-0.2,-0.24,-0.68,1
8.90E+01,0.88,0.24,-1,0.84
8.90E+01,0.72,-0.88,-0.68,1
8.91E+01,0.12,-0.16,-0.92,0.52
8.91E+01,-0.32,0.64,-0.36,0.52
8.91E+01,-0.64,-0.08,-0.44,0.84
8.91E+01,-0.16,-0.24,-0.04,0.6
8.91E+01,-0.44,0.8,-0.68,0.2
8.91E+01,-0.64,1.76,-0.12,0.2
8.91E+01,0.08,1.12,-0.12,0.6
8.91E+01,-0.52,0,0.12,1.16
8.91E+01,-0.48,0.72,0.68,0.76
8.91E+01,-1.04,-0.08,1.24,1.16
8.92E+01,-0.16,-0.32,1,1.16
8.92E+01,1.16,-0.4,0.6,0.52
8.92E+01,0.36,0.64,0.6,0.36
8.92E+01,-0.12,0.4,0.28,0.68
8.92E+01,0.24,-0.8,0.44,0.68
8.92E+01,0.04,-1.44,0.2,0.6
8.92E+01,-0.32,0.56,0.52,0.52
8.92E+01,-0.28,0.16,0.12,0.2
8.92E+01,-0.32,-0.16,0.12,0.6
8.92E+01,-0.2,0.96,-0.68,0.2
8.93E+01,0,1.2,-1,0.28
8.93E+01,-0.08,0.88,-0.2,0.12
8.93E+01,0.08,0.8,0.84,-0.04
8.93E+01,-0.16,0.96,0.36,-0.04
8.93E+01,-0.52,1.68,0.92,0.28
8.93E+01,-1,0.56,-0.04,0.52
8.93E+01,-0.12,0.64,-0.2,0.28
8.93E+01,0.4,0.16,-1.24,0.52
8.93E+01,0.04,0.24,-0.92,0.04
8.93E+01,-0.12,-0.08,-0.12,0.28
8.94E+01,0.48,-0.08,0.12,0.36
8.94E+01,1.32,-1.52,0.6,-0.2
8.94E+01,0.68,-1.2,0.6,-0.2
8.94E+01,1,-0.32,0.68,0.04
8.94E+01,1.56,-1.2,-0.12,-0.2
8.94E+01,0.4,-0.16,-0.04,0.36
8.94E+01,-0.08,0.16,-0.28,-0.52
8.94E+01,-0.16,0,0.28,0.52
8.94E+01,-0.32,-0.88,0.04,0.6
8.94E+01,-0.4,0,0.44,0.36
8.95E+01,-0.24,0.48,-0.36,0.52
8.95E+01,-0.32,0.4,-0.28,-0.28
8.95E+01,0.24,0.4,1.24,0.2
8.95E+01,-0.2,0.08,1.08,-0.28
8.95E+01,-0.8,0.48,0.84,-0.36
8.95E+01,-0.12,0,0.12,-0.6
8.95E+01,0.2,-0.56,-0.28,0.2
8.95E+01,0,0.08,-0.04,-0.12
8.95E+01,-0.04,0.48,-0.76,-0.28
8.95E+01,0.2,0.4,-0.2,0.12
8.96E+01,0.88,-1.04,-0.2,0.04
8.96E+01,0.36,-0.24,-0.84,0.04
8.96E+01,0.2,0.24,-0.12,-0.28
8.96E+01,0.6,-0.8,-0.36,-0.36
8.96E+01,0,-0.48,0.12,0.36
8.96E+01,-0.16,1.04,-0.92,-0.2
8.96E+01,-1.36,1.76,0.2,-0.12
8.96E+01,-0.16,1.2,-0.52,-0.52
8.96E+01,0.28,0.4,-0.28,-0.52
8.96E+01,0.16,0.4,-0.28,-0.44
8.97E+01,-1.28,1.12,-0.28,-0.36
8.97E+01,-0.16,0.8,-1.16,-0.2
8.97E+01,-0.76,0.32,-0.68,-0.12
8.97E+01,0,0.96,-0.12,-0.52
8.97E+01,-1.08,0.96,0.2,0.2
8.97E+01,-0.12,1.12,-0.2,-0.12
8.97E+01,-0.92,0.8,-0.52,0.04
8.97E+01,-1.32,1.2,-0.6,0.28
8.97E+01,-0.64,0.64,0.12,0.28
8.97E+01,1.24,0.16,-0.44,-0.36
8.98E+01,-0.04,0.08,-0.44,0.04
8.98E+01,-0.12,1.12,-0.6,-0.44
8.98E+01,-0.12,1.04,0.36,-0.52
8.98E+01,-0.44,0.08,-0.2,-0.12
8.98E+01,0.08,-0.24,-0.36,0.2
8.98E+01,-0.8,-0.08,0.28,-0.04
8.98E+01,0.12,0.56,0.36,0.04
8.98E+01,1.12,0,-0.36,-0.04
8.98E+01,0.32,0.48,-0.68,-0.36
8.98E+01,-0.04,0,-0.12,-0.36
8.99E+01,0.52,-0.8,-0.68,-0.12
8.99E+01,0.8,-1.28,-0.92,0.2
8.99E+01,0.16,-0.96,-0.76,0.12
8.99E+01,0.28,-0.72,-1.08,-0.28
8.99E+01,0.56,-1.76,-1.24,0.28
8.99E+01,0.28,-0.72,-1.4,-0.12
8.99E+01,-0.2,-0.16,-1.16,-0.2
8.99E+01,-0.92,0,-0.92,-0.04
8.99E+01,-0.84,-0.24,-0.76,0.2
8.99E+01,-0.92,-0.24,-0.04,0.36
9.00E+01,-0.8,-0.08,0.44,0.04
9.00E+01,-1,0.72,0.92,0.28
9.00E+01,-0.24,-0.32,1.48,0.44
9.00E+01,0.24,0.4,1.64,0.28
9.00E+01,-1.12,0.48,1.96,0.2
9.00E+01,-0.52,0.48,1.48,-0.28
9.00E+01,-0.08,0.4,-0.04,-0.44
9.00E+01,-0.2,0.4,-0.2,-0.12
9.00E+01,-0.32,0.24,0.44,0.04
9.00E+01,-0.84,0.96,-0.2,0.04
9.01E+01,0.4,0.24,-1.72,-0.44
9.01E+01,0.4,0.16,-1.8,0.2
9.01E+01,-0.64,-0.32,-1.56,0.28
9.01E+01,0.2,0.48,-2.28,0.44
9.01E+01,0.28,-0.64,-1.56,0.52
9.01E+01,0.24,-0.8,-1.72,0.52
9.01E+01,0.24,-0.08,-0.36,0.12
9.01E+01,0.68,-0.16,0.44,0.04
9.01E+01,-0.24,-0.88,1.64,0.44
9.01E+01,0.24,-0.16,0.92,0.12
9.02E+01,0.04,0.24,0.44,-0.2
9.02E+01,-0.64,-0.08,0.76,0.2
9.02E+01,0.24,-0.64,0.68,0.36
9.02E+01,-0.32,-0.24,0.12,0.76
9.02E+01,-0.8,0.4,0.44,0.6
9.02E+01,0.12,-0.08,1.16,0.2
9.02E+01,-0.08,-0.56,1.24,0.44
9.02E+01,0,0.4,1.4,-0.12
9.02E+01,0.6,1.12,0.6,-0.36
9.02E+01,0.28,0.88,0.6,0.12
9.03E+01,0.64,0,-0.12,0.2
9.03E+01,-0.16,-0.32,-0.76,0.52
9.03E+01,-0.76,0.48,-0.92,0.44
9.03E+01,0.28,0.24,-1.08,0.36
9.03E+01,0.56,-0.88,-1.16,1
9.03E+01,0.56,-1.2,-0.68,0.6
9.03E+01,-0.48,-0.4,-0.76,0.44
9.03E+01,0.72,-0.08,-0.76,0.28
9.03E+01,1.28,-1.2,-0.04,0.6
9.03E+01,0.76,-0.88,0.92,0.68
9.04E+01,-0.24,0.32,0.92,0.2
9.04E+01,-1.28,-0.32,0.84,0.84
9.04E+01,-0.72,-1.76,0.52,1
9.04E+01,-1.28,-0.8,0.76,1
9.04E+01,-0.72,-0.16,0.2,0.68
9.04E+01,0.28,-0.4,0.68,0.84
9.04E+01,-0.6,-0.16,0.36,0.84
9.04E+01,0.12,0.4,-0.04,0.28
9.04E+01,-0.8,-0.16,0.28,1
9.04E+01,-1.16,-0.8,0.2,0.84
9.05E+01,0.4,-0.8,-0.36,0.44
9.05E+01,-0.72,-0.96,0.12,0.92
9.05E+01,-0.64,1.04,-0.6,0.12
9.05E+01,-0.08,0.24,0.2,0.68
9.05E+01,0.96,-0.88,0.2,0.6
9.05E+01,0.6,0.24,-0.12,-0.04
9.05E+01,-0.68,-0.08,0.12,0.92
9.05E+01,-0.12,-0.72,0.44,0.68
9.05E+01,-0.16,-0.56,-1.4,1.24
9.05E+01,-0.92,0.32,-0.36,1.24
9.06E+01,0.32,1.12,0.2,1
9.06E+01,0.76,0.4,-0.12,1
9.06E+01,0.12,0.64,-0.44,0.44
9.06E+01,-0.2,0.88,0.52,0.44
9.06E+01,-0.4,1.44,0.28,0.36
9.06E+01,0.48,0.08,0.6,0.36
9.06E+01,-0.2,0.32,1,0.6
9.06E+01,-0.44,0.64,0.76,0.44
9.06E+01,-0.36,0.8,0.84,0.76
9.06E+01,0.8,0.08,0.68,1
9.07E+01,0.4,0.56,-0.44,0.76
9.07E+01,0.08,0.72,-1.32,0.52
9.07E+01,0.6,-0.32,-1.32,0.92
9.07E+01,0.64,-1.36,-1.32,1
9.07E+01,-0.12,-0.72,-1,1
9.07E+01,0.2,0.56,-1.16,0.84
9.07E+01,0.36,0.4,-0.76,0.76
9.07E+01,0.44,-0.16,-0.04,0.92
9.07E+01,-0.32,-0.16,0.2,0.92
9.07E+01,-0.56,-0.16,0.52,1
9.08E+01,0.12,0.8,1,1.08
9.08E+01,0.92,-0.08,0.76,1
9.08E+01,0.44,-0.08,0.76,0.92
9.08E+01,0.08,0.72,0.36,0.6
9.08E+01,0.24,0.88,1,0.6
9.08E+01,-0.24,-0.08,0.6,1.16
9.08E+01,-0.68,-0.08,0.12,1.72
9.08E+01,-1.32,0.48,-0.2,1.32
9.08E+01,-1.12,0,-0.52,1
9.08E+01,0,-0.24,-0.28,1
9.09E+01,0,-0.48,-0.84,0.68
9.09E+01,0.24,0.56,-0.44,0.6
9.09E+01,0.64,0.48,-0.36,0.44
9.09E+01,0.72,-1.36,-0.04,0.76
9.09E+01,0.08,-0.56,-0.44,1.16
9.09E+01,-0.68,0.16,0.12,1.32
9.09E+01,0.24,-0.08,-0.44,1
9.09E+01,-0.08,-0.56,0.28,1.64
9.09E+01,-0.12,-0.4,-0.04,1.24
9.09E+01,-0.2,0.8,0.52,1.16
9.10E+01,0.48,-0.24,-0.28,1.32
9.10E+01,0.48,-0.32,-0.28,1.48
9.10E+01,0.84,0,-0.12,0.52
9.10E+01,0.28,0.64,0.36,0.68
9.10E+01,0.08,0.24,-0.12,0.76
9.10E+01,-0.36,-0.08,0.2,0.76
9.10E+01,0.2,-0.24,-0.2,0.28
9.10E+01,-0.4,0.4,0.2,0.28
9.10E+01,0.6,0.64,0.36,0.52
9.10E+01,0.88,0.16,0.04,0.76
9.11E+01,-0.52,0.72,0.36,1.16
9.11E+01,0,0.96,0.44,1
9.11E+01,0.68,-0.16,0.76,1.16
9.11E+01,0.4,-0.32,0.76,0.92
9.11E+01,-0.04,-0.72,0.2,1.08
9.11E+01,0.6,0,-0.28,0.44
9.11E+01,0.96,-1.2,-0.68,0.52
9.11E+01,0,-1.12,-0.92,0.6
9.11E+01,-0.6,-0.64,-1.08,0.52
9.11E+01,0,-0.24,-0.52,0.52
9.12E+01,0.8,-0.8,-1,0.52
9.12E+01,0.2,0.24,-0.84,0.6
9.12E+01,-0.12,1.12,-0.68,0.6
9.12E+01,-0.72,0.24,-1.16,1.16
9.12E+01,-1.56,-0.48,-0.84,1.48
9.12E+01,-0.48,0,-0.84,1.4
9.12E+01,0.08,0.56,-0.52,1.08
9.12E+01,0.64,-0.08,0.44,0.6
9.12E+01,0.76,0.08,1.08,0.68
9.12E+01,-0.56,0,0.92,0.68
9.13E+01,0,1.2,0.84,0.36
9.13E+01,0.4,0.72,1.32,0.6
9.13E+01,0,0.16,0.84,0.6
9.13E+01,-0.8,0.16,0.12,0.6
9.13E+01,-0.96,0.72,-0.04,0.84
9.13E+01,-0.32,0.32,0.6,0.92
9.13E+01,0.6,-0.72,-0.36,0.68
9.13E+01,0.48,0.24,-0.44,0.84
9.13E+01,0.32,1.04,-0.68,0.12
9.13E+01,1.12,0,-0.12,0.44
9.14E+01,0.8,0,-0.12,0.28
9.14E+01,0.48,0.72,0.44,0.12
9.14E+01,0.48,0.64,-0.2,0.2
9.14E+01,-0.32,0.8,-0.36,0.76
9.14E+01,-0.04,0.08,0.6,0.44
9.14E+01,0.28,0.16,0.52,0.28
9.14E+01,-0.88,0.16,0.76,0.6
9.14E+01,0.76,-0.56,0.12,0.76
9.14E+01,0.84,-1.04,-0.44,0.52
9.14E+01,-0.28,0.16,-0.36,0.36
9.15E+01,-0.24,0.08,0.04,0.44
9.15E+01,-0.04,0,-0.12,0.52
9.15E+01,0.12,0.32,-0.12,0.28
9.15E+01,-0.8,1.12,-0.44,0.2
9.15E+01,-1.28,0,-0.12,0.44
9.15E+01,0.76,-0.16,-0.36,0.04
9.15E+01,0.24,-0.16,-0.28,0.44
9.15E+01,0,0.48,-0.68,0.2
9.15E+01,0.24,0.56,-0.68,0.2
9.15E+01,0.32,0.4,-0.76,-0.04
9.16E+01,0.12,0.32,-0.84,0.04
9.16E+01,-0.48,0.48,-1.72,0.04
9.16E+01,0.32,0.4,-1.24,0.52
9.16E+01,0.92,0.48,-1.4,0.52
9.16E+01,0.56,0.16,-1.32,0.52
9.16E+01,-0.12,0.08,-1.16,0.28
9.16E+01,0.48,0.48,-0.68,0.12
9.16E+01,0.72,-0.48,-1.08,0.36
9.16E+01,0.44,-0.08,-0.36,-0.12
9.16E+01,-0.48,0.4,0.44,0.04
9.17E+01,0.48,1.12,0.28,-0.04
9.17E+01,0.36,-0.08,1.16,0.2
9.17E+01,0.84,0.48,0.2,-0.36
9.17E+01,-0.16,0.72,0.12,-0.28
9.17E+01,0.28,0.16,0.04,-0.36
9.17E+01,0.92,-0.4,-0.2,0.12
9.17E+01,-0.24,-0.08,-0.12,0.2
9.17E+01,-0.36,0.8,0.2,0.2
9.17E+01,0.44,-0.08,0.36,-0.04
9.17E+01,0.32,-0.56,0.92,0.04
9.18E+01,0,-0.48,0.52,-0.04
9.18E+01,-1,0.16,0.6,-0.04
9.18E+01,-0.08,-0.24,0.36,0.04
9.18E+01,0.4,-0.48,0.6,0.04
9.18E+01,-0.12,0.48,0.36,-0.36
9.18E+01,-1.04,0.56,0.52,-0.36
9.18E+01,-0.48,1.04,0.6,-0.36
9.18E+01,0.6,0.32,0.6,-0.28
9.18E+01,-0.32,0.08,0.6,0.12
9.18E+01,-0.8,0.48,0.36,-0.2
9.19E+01,-0.12,0.16,-0.28,-0.04
9.19E+01,0.16,-0.48,-1,0.12
9.19E+01,0.36,-0.32,-1.64,-0.36
9.19E+01,-0.2,0.24,-0.76,0.12
9.19E+01,0.52,0.08,-0.52,-0.28
9.19E+01,0.16,0.08,-1.24,-0.28
9.19E+01,-0.52,0.48,-1.32,-0.44
9.19E+01,-0.56,0.8,-0.6,-0.36
9.19E+01,0.88,-0.72,0.6,-0.12
9.19E+01,0.84,-1.28,0.6,-0.12
9.20E+01,-1.32,-0.4,0.68,0.2
9.20E+01,-0.36,0.08,0.36,0.04
9.20E+01,0.08,-0.8,0.04,0.12
9.20E+01,-0.04,-1.2,0.12,0.2
9.20E+01,0.4,-0.08,-0.36,-0.04
9.20E+01,0.24,0,-0.2,0.04
9.20E+01,0,-1.2,0.2,0.28
9.20E+01,0.24,-0.16,0.2,-0.12
9.20E+01,-0.2,1.04,0.52,0.12
9.20E+01,-0.04,0.32,1,0.2
9.21E+01,0.48,-0.48,0.6,0.28
9.21E+01,0.48,-0.48,0.36,-0.12
9.21E+01,-0.04,-0.16,0.12,-0.2
9.21E+01,-0.44,0.08,0.76,0.2
9.21E+01,0.6,-0.48,0.04,-0.2
9.21E+01,-0.2,-1.36,-0.52,0.2
9.21E+01,-0.16,-0.8,-0.04,-0.04
9.21E+01,1,0.24,0.04,-0.36
9.21E+01,0.96,-0.96,0.44,-0.12
9.21E+01,-0.24,-0.48,0.2,-0.28
9.22E+01,-0.4,0.48,-0.44,-0.04
9.22E+01,-1.12,0.24,0.04,0.04
9.22E+01,0.24,-0.56,-0.12,0.76
9.22E+01,0.4,-0.72,-0.44,0.28
9.22E+01,-0.44,-0.4,-0.92,0.44
9.22E+01,0.16,0.16,-0.6,0.36
9.22E+01,0.4,-0.32,-0.92,0.44
9.22E+01,0,-0.08,-0.52,0.2
9.22E+01,-0.08,0.16,-0.28,0.04
9.22E+01,-1,0.24,0.36,0.2
9.23E+01,-0.52,0.24,-0.52,-0.12
9.23E+01,-0.52,0.4,0.36,-0.28
9.23E+01,-0.16,1.28,0.52,-0.28
9.23E+01,0.16,0.48,0.76,-0.12
9.23E+01,0.56,0.64,-0.2,-0.2
9.23E+01,-0.52,0.16,0.52,0.36
9.23E+01,-0.6,1.2,0.12,-0.04
9.23E+01,-0.16,-0.48,0.04,0.36
9.23E+01,0.56,-0.64,-0.52,0.44
9.23E+01,0.84,0.16,-1.32,0.2
9.24E+01,-0.28,0.96,-0.68,0.44
9.24E+01,0.56,-0.24,-0.84,0.2
9.24E+01,-0.12,-0.56,-1.56,0.6
9.24E+01,-0.48,-0.16,-1.48,0.2
9.24E+01,0.08,0.88,-2.2,-0.36
9.24E+01,0.8,-0.16,-1.8,-0.28
9.24E+01,-0.16,-1.12,-1.64,0.28
9.24E+01,-0.04,-0.08,-0.68,0.28
9.24E+01,0.28,-0.32,0.36,0.44
9.24E+01,0.96,-0.32,0.84,0.2
9.25E+01,-0.44,-0.24,1,0.36
9.25E+01,-0.8,-0.24,1,0.36
9.25E+01,0.08,0.48,0.36,0.04
9.25E+01,-0.08,0.08,-0.04,0.12
9.25E+01,0.56,0.56,-0.68,0.2
9.25E+01,0.04,1.04,-0.04,0.2
9.25E+01,-0.6,0.88,-0.52,-0.04
9.25E+01,0.44,-0.08,-0.12,0.2
9.25E+01,1.32,-0.16,-0.28,0.12
9.25E+01,-0.04,-0.16,0.68,-0.04
9.26E+01,0.48,0,0.28,-0.12
